,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic,New_type_name,Amphora_type_merged
55,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,31.0,,-70.0,225.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,wine,,adriatic,dr 2-4,dr 2-4
56,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,rhodian? ,aegean,8.0,,-25.0,150.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,nan,,adriatic,camulodunum 184,camulodunum 184
57,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,camulodunum 184,aegean,17.0,,-25.0,150.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,adriatic,,camulodunum 184
58,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,dr 43_1,aegean,23.0,,1.0,250.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,wine,,adriatic,dr 43,dr 43
59,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,aegean,aegean,3.0,,1.0,200.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,unknown,,adriatic,,aegean
60,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,agora g199/schoene-mau 27/28,cyprus/cilicia,2.0,,79.0,310.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,wine,"Panella, Rizzo 2014, 90, tab. 7, visible pitched lining, production in the wine making areas",adriatic,,agora g199/schoene-mau 27/28
61,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,gauloise 4,gaul,1.0,,50.0,300.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,wine,,adriatic,,gauloise 4
62,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,adriatic_1,adriatic italy,62.0,,100.0,200.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,unknown,,adriatic,adriatic,adriatic
63,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,forlimpopoli,adriatic italy,16.0,,-25.0,300.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,wine,"garum suggested for the type A and D, but unconfirmed",adriatic,,forlimpopoli
64,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,dr 6b,adriatic italy,197.0,,1.0,150.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,olive oil,,adriatic,dr 6b,dr 6b
65,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,dr 7-11,baetica,14.0,,-30.0,96.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,adriatic,dr 7-13,dr 7-13
66,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,dr 20,baetica,1.0,,1.0,300.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,olive oil,,adriatic,,dr 20
67,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,dr 25,s italy/em,9.0,,-25.0,100.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,unknown,,adriatic,,dr 25
68,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,collo ad imbuto,adriatic italy,9.0,,1.0,250.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,unknown,,adriatic,,collo ad imbuto
69,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,brindisi,adriatic italy,8.0,,-125.0,-25.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,merge with Ovoide di Brindisi,olive oil,,adriatic,,brindisi
70,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,north-italian,adriatic italy,1.0,,1.0,200.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,unknown,,adriatic,adriatic,adriatic
71,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI,1.0,200.0,schörgendorfer 558,adriatic italy,3.0,,1.0,200.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,olives,,adriatic,nan,nan
72,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",EI/LI,200.0,400.0,africana_3,africa,2.0,,200.0,400.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,merge with African,unknown,,adriatic,,africana_3
73,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LI,300.0,700.0,spatheia,africa,2.0,,375.0,700.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,unknown,,adriatic,,spatheia
74,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LI,300.0,700.0,lra3,anatolia,1.0,,375.0,600.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,wine,"the same as predecessor, Agora F65-66",adriatic,,lra3
75,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LI,300.0,700.0,almagro 50,lusitania,1.0,,200.0,500.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,fish sauce,,adriatic,,almagro 50
76,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LR,-150.0,-1.0,greco-ital,tyrrhenian italy,1.0,,-350.0,-150.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,wine,,adriatic,greco-ital,greco-ital
77,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LR,-150.0,-1.0,dr 1,tyrrhenian italy,4.0,,-150.0,-50.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,wine,,adriatic,,dr 1
78,altinum,"Toniolo A. 1991: Le anfore di Altino, Padova.",LR/EI,-100.0,50.0,lamb.2,adriatic italy,46.0,,-200.0,-25.0,https://pleiades.stoa.org/places/197110,45.956108,18.683919,altinum,urban,,,wine,evidence from Marague des Giennes,adriatic,,lamb.2
79,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LI,300.0,700.0,africanaiiib,africa,1.0,,275.0,400.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,,africanaiiib
80,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100.0,50.0,dr 6b,adriatic italy,1.0,,1.0,150.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,olive oil,,tyrrhenian,dr 6b,dr 6b
81,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,1.0,,-70.0,225.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
82,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100.0,50.0,lamb.2,adriatic italy,1.0,,-200.0,-25.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,evidence from Marague des Giennes,tyrrhenian,,lamb.2
83,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,adriatic,adriatic italy,2.0,,1.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,unknown,,tyrrhenian,,adriatic
84,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_2,tarraconesis,1.0,,-25.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
85,"aquae statiellae, corso cavour, albergo bue rosso","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 20,baetica,2.0,,1.0,300.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,olive oil,,tyrrhenian,,dr 20
86,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,1.0,,-70.0,225.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
87,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150.0,-1.0,dr 1,tyrrhenian italy,1.0,,-150.0,-50.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,,dr 1
88,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150.0,-1.0,dr 1b/c,tyrrhenian italy,1.0,,-150.0,-50.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,dr 1,dr 1
89,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR,-150.0,-1.0,brindisi,adriatic italy,2.0,,-125.0,-25.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,merge with Ovoide di Brindisi,olive oil,,tyrrhenian,,brindisi
90,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100.0,50.0,lamb.2,adriatic italy,4.0,,-200.0,-25.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,evidence from Marague des Giennes,tyrrhenian,,lamb.2
91,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100.0,50.0,lamb.2/dr 6a,adriatic italy,8.0,,-200.0,50.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,lamb.2,lamb.2
92,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",LR/EI,-100.0,50.0,dr 6a,adriatic italy,1.0,,-25.0,50.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,,dr 6a
93,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,italian,adriatic italy,1.0,,1.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,unknown,,tyrrhenian,unknown,unknown
94,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_3,gaul,2.0,,-30.0,100.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
95,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,gauloise 2/7/8/9,gaul,1.0,,-40.0,27.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,gauloise 2,gauloise 2
96,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 7-11,gaul,14.0,,-30.0,96.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian,dr 7-13,dr 7-13
97,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,gauloise_2,gaul,4.0,,1.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,gauloise 1,gauloise 1
98,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 7-13,baetica,2.0,,-30.0,150.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian,dr 7-13,dr 7-13
99,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_6,baetica,2.0,,1.0,125.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
100,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 20,baetica,1.0,,1.0,300.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,olive oil,,tyrrhenian,,dr 20
101,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,baetican,baetica,2.0,,1.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,unknown,,tyrrhenian,,baetican
102,"aquae statiellae, via aureliano galeazzo, corso cavour","Secchi L., Le anfore da trasporto, in.  A. Bacchetta, M. Venturino ed.  
LA CITTÀ RITROVATA. Il foro di Aquae Statiellae e il suo quartiere, Acqui Terme 2017, p. 107 - 123.
",EI,1.0,200.0,dr 2-4_2,tarraconesis,1.0,,-25.0,200.0,https://pleiades.stoa.org/places/383574,44.675532,8.470658,aquae statiellae,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
103,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,dr 2-4_1,africa,2.0,Casa delle Bestie Ferite,-25.0,100.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,,wine,,adriatic,dr 2-4,dr 2-4
104,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,aegean/oriental,aegean/oriental,1.0,Casa delle Bestie Ferite,1.0,200.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,,unknown,,adriatic,,aegean/oriental
105,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,aegean/oriental,aegean/oriental,1.0,Casa delle Bestie Ferite,1.0,200.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,,unknown,,adriatic,,aegean/oriental
106,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,aegean/oriental,aegean/oriental,1.0,Casa delle Bestie Ferite,1.0,200.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,,unknown,,adriatic,,aegean/oriental
107,aquileia,"M.BUENO, V. MANTOVANI, M. NOVELLO, 2012, Progetto Aquileia: Casa delle  Ferite Commercio e consumo ad Aquileia. Analisi delle anfore tardoantiche alla luce di alcuni contesti, in “Rei Cretariae Fautorum Acta”, 42, pp. 159-168 at 159-161.",EI,1.0,200.0,aegean/oriental,aegean/oriental,1.0,Casa delle Bestie Ferite,1.0,200.0,https://pleiades.stoa.org/places/187290,45.768945,13.3677735,aquileia,urban/harbour,,,unknown,,adriatic,,aegean/oriental
